income,loan_amount,debt_ratio,credit_score,years_employed,collections_flag,default
37600.0,11100.0,0.245,648.0,8.5,0,0
47300.0,23800.0,0.318,584.0,0.6,1,1
46200.0,7800.0,0.119,738.0,7.4,0,0
53300.0,24000.0,0.35,743.0,5.1,0,0
59000.0,27000.0,0.42,624.0,8.5,1,1
118200.0,55600.0,0.176,712.0,2.7,0,0
85200.0,9900.0,0.089,661.0,2.6,0,0
62500.0,32100.0,0.226,662.0,3.8,0,0
57300.0,13200.0,0.207,801.0,1.7,0,0
84200.0,15700.0,0.292,798.0,9.2,0,0
72000.0,10900.0,0.025,683.0,13.7,0,0
84700.0,33700.0,0.267,665.0,7.5,0,0
100500.0,46100.0,0.239,693.0,9.3,0,0
43600.0,18300.0,0.276,738.0,6.0,1,1
28200.0,15800.0,0.263,616.0,4.6,1,1
61500.0,18000.0,0.077,,3.5,0,0
63700.0,9700.0,0.205,737.0,13.4,0,0
68500.0,16800.0,0.377,691.0,4.3,0,0
50300.0,10000.0,0.209,701.0,5.1,0,0
57200.0,26300.0,0.245,591.0,1.3,1,1
75400.0,36700.0,0.208,736.0,9.2,0,0
76800.0,26100.0,0.092,638.0,10.7,0,0
98800.0,22900.0,0.069,579.0,3.4,0,0
29000.0,9500.0,0.207,563.0,6.2,0,0
34800.0,15100.0,0.108,,2.1,1,0
103400.0,19100.0,0.283,697.0,8.5,0,0
76700.0,27800.0,0.282,666.0,1.2,1,1
81800.0,17900.0,0.407,775.0,7.3,0,0
56100.0,27100.0,0.154,650.0,2.2,1,1
52500.0,19100.0,0.468,588.0,1.0,1,1
66500.0,22800.0,0.251,609.0,19.7,1,1
44600.0,16000.0,0.214,767.0,3.7,0,0
36300.0,9900.0,0.181,680.0,3.4,0,0
42000.0,22100.0,0.154,,3.1,0,1
64600.0,7200.0,0.07,713.0,4.8,0,0
77500.0,18100.0,0.341,648.0,9.5,1,1
110500.0,28300.0,0.264,697.0,2.6,0,0
70600.0,13500.0,0.135,616.0,5.2,0,0
73200.0,32500.0,0.132,556.0,11.2,1,1
111900.0,12600.0,0.289,659.0,9.0,0,0
47200.0,19100.0,0.28,790.0,5.4,0,0
44300.0,20800.0,0.114,670.0,1.1,0,0
51400.0,12200.0,0.258,738.0,3.1,0,0
59900.0,14200.0,0.128,,1.8,0,0
125900.0,41300.0,0.126,670.0,2.2,0,0
54900.0,14800.0,0.27,762.0,8.9,0,0
98000.0,23000.0,0.136,717.0,4.7,0,0
52500.0,22200.0,0.264,583.0,12.7,1,1
73600.0,17500.0,0.18,606.0,9.6,0,0
78700.0,35200.0,0.276,639.0,3.1,1,1
74700.0,21200.0,0.204,607.0,5.5,0,0
80600.0,42000.0,0.129,711.0,1.2,0,0
48700.0,27900.0,0.329,672.0,4.3,1,1
103200.0,48400.0,0.31,736.0,15.7,0,0
87400.0,24100.0,0.064,690.0,5.8,0,0
48500.0,19500.0,0.128,630.0,3.1,0,0
74000.0,36200.0,0.269,667.0,3.3,0,0
42600.0,12000.0,0.164,625.0,5.7,0,0
64100.0,23900.0,0.206,724.0,7.7,0,0
41200.0,6700.0,0.249,669.0,4.4,0,0
79700.0,27400.0,0.339,605.0,1.5,1,1
175000.0,53500.0,0.403,619.0,4.3,1,1
103700.0,24700.0,0.291,650.0,1.6,0,0
80100.0,17100.0,0.111,635.0,5.2,1,0
45200.0,7200.0,0.184,756.0,7.7,0,0
70800.0,10200.0,0.199,641.0,4.1,0,0
93900.0,10400.0,0.109,652.0,5.0,0,0
60100.0,9400.0,0.217,774.0,5.1,0,0
64900.0,38100.0,0.276,727.0,13.2,0,0
34300.0,6400.0,0.236,,2.4,0,0
46000.0,13500.0,0.324,730.0,2.3,0,0
32500.0,19300.0,0.164,630.0,5.4,0,0
121200.0,36500.0,0.221,664.0,4.7,0,0
73200.0,39000.0,0.096,565.0,11.2,0,0
79900.0,18500.0,0.121,707.0,5.7,0,0
57800.0,33400.0,0.132,707.0,2.9,1,1
37200.0,12000.0,0.057,644.0,5.0,0,0
65900.0,28500.0,0.157,690.0,3.4,0,0
49600.0,12900.0,0.146,723.0,3.9,0,0
44200.0,9000.0,0.445,665.0,13.5,0,0
63200.0,12600.0,0.311,707.0,7.4,0,0
64400.0,14100.0,0.115,618.0,19.8,0,0
58200.0,21800.0,0.109,617.0,2.7,1,1
47300.0,18100.0,0.058,722.0,10.8,0,0
43900.0,19700.0,0.194,600.0,5.8,0,0
62100.0,18600.0,0.058,725.0,3.0,0,0
95100.0,16000.0,0.033,706.0,4.8,0,0
35400.0,14500.0,0.091,733.0,7.9,0,0
49300.0,7700.0,0.278,669.0,1.2,0,0
58600.0,33500.0,0.338,734.0,1.3,1,1
58600.0,28100.0,0.282,763.0,12.0,0,0
50400.0,19500.0,0.297,753.0,2.0,0,0
121800.0,18900.0,0.104,734.0,0.4,0,0
71300.0,23900.0,0.171,633.0,3.6,0,0
43900.0,7800.0,0.101,630.0,0.7,0,0
32100.0,18900.0,0.023,721.0,4.9,0,0
58400.0,18000.0,0.159,607.0,8.1,1,1
104100.0,44600.0,0.137,647.0,2.1,1,1
66300.0,10500.0,0.054,626.0,10.3,0,0
27600.0,8700.0,0.085,617.0,2.9,0,0
38300.0,7000.0,0.23,728.0,20.4,0,0
64700.0,25100.0,0.193,750.0,7.6,0,0
90100.0,53200.0,0.28,647.0,15.5,0,0
65100.0,20700.0,0.195,696.0,6.1,0,0
65300.0,29700.0,0.226,715.0,6.7,0,0
90300.0,13000.0,0.227,647.0,8.5,0,0
96200.0,21600.0,0.321,669.0,1.3,0,0
48900.0,8000.0,0.307,590.0,14.5,1,1
72300.0,13700.0,0.264,598.0,8.8,1,1
44300.0,8000.0,0.286,641.0,5.9,1,1
42500.0,18000.0,0.258,640.0,3.9,0,0
76200.0,25300.0,0.088,678.0,5.8,0,0
37700.0,14700.0,0.112,712.0,11.1,0,0
65800.0,26700.0,0.406,805.0,11.7,0,0
69200.0,18500.0,0.094,564.0,15.7,0,0
83800.0,44100.0,0.1,565.0,6.2,0,0
41400.0,14900.0,0.196,729.0,11.2,1,1
70800.0,38000.0,0.027,600.0,5.8,0,0
59300.0,29400.0,0.378,,14.5,1,1
104300.0,47100.0,0.113,670.0,5.2,0,0
47800.0,16900.0,0.265,,4.5,0,0
42000.0,21700.0,0.269,730.0,4.2,1,1
73900.0,32600.0,0.206,682.0,4.5,0,0
46000.0,21800.0,0.207,606.0,6.0,1,1
39400.0,5200.0,0.129,677.0,6.1,0,0
85300.0,25500.0,0.133,582.0,3.7,0,0
72100.0,30900.0,0.129,670.0,0.6,0,0
20900.0,2800.0,0.189,796.0,3.0,0,0
44900.0,15900.0,0.368,627.0,2.0,0,0
42100.0,15600.0,0.303,632.0,5.0,1,1
77700.0,17900.0,0.2,555.0,2.9,0,0
103800.0,25500.0,0.066,701.0,6.5,0,0
127400.0,59100.0,0.156,670.0,9.9,0,0
79400.0,11200.0,0.039,727.0,3.6,0,0
42200.0,4400.0,0.263,,16.7,0,0
41700.0,23600.0,0.202,605.0,0.8,1,1
44400.0,20200.0,0.196,710.0,7.3,0,0
73600.0,27800.0,0.392,658.0,4.1,0,1
96500.0,46900.0,0.039,668.0,10.4,0,0
31700.0,7400.0,0.192,763.0,8.3,0,0
76700.0,33900.0,0.225,723.0,5.2,0,0
85800.0,34200.0,0.056,727.0,4.1,0,0
69300.0,17300.0,0.353,608.0,16.7,0,0
192400.0,47200.0,0.191,764.0,1.6,0,0
74800.0,25600.0,0.46,596.0,5.5,1,1
62700.0,9000.0,0.273,774.0,17.1,0,0
76800.0,35200.0,0.188,618.0,6.9,1,1
51200.0,28500.0,0.224,662.0,12.3,0,0
42200.0,23300.0,0.089,561.0,4.7,0,0
71900.0,28400.0,0.412,673.0,1.3,1,1
92800.0,19100.0,0.221,584.0,4.4,1,1
57100.0,6000.0,0.264,674.0,8.5,0,0
85700.0,31900.0,0.22,681.0,3.7,1,1
54400.0,12200.0,0.017,769.0,1.5,0,0
109700.0,26800.0,0.315,772.0,10.8,0,0
66800.0,28900.0,0.383,685.0,7.8,1,1
74700.0,12100.0,0.082,691.0,7.5,0,0
81100.0,32500.0,0.042,677.0,4.1,0,0
38600.0,18300.0,0.224,744.0,4.6,0,0
58200.0,6800.0,0.259,702.0,18.0,0,0
118100.0,44900.0,0.116,643.0,7.0,0,0
62800.0,28900.0,0.149,732.0,15.8,0,0
101300.0,32100.0,0.091,697.0,1.1,0,0
84500.0,21200.0,0.194,647.0,4.0,0,0
32700.0,5800.0,0.234,639.0,4.4,0,0
79400.0,45900.0,0.256,679.0,4.6,1,1
42400.0,12900.0,0.188,653.0,6.1,0,0
67900.0,13400.0,0.263,647.0,1.5,1,1
53600.0,6700.0,0.1,,3.7,0,0
62500.0,13600.0,0.212,713.0,5.0,0,0
60500.0,31100.0,0.321,684.0,7.7,0,0
